route_id,service_id,trip_id,trip_headsign,direction_id
90,sun,90_0021,Nólsoy,0
90,mon,90_0022,Nólsoy,0
90,tue,90_0023,Nólsoy,0
90,wed,90_0024,Nólsoy,0
90,thu,90_0025,Nólsoy,0
90,fri,90_0026,Nólsoy,0
90,sat,90_0027,Nólsoy,0
90,sun,90_0028,Nólsoy,0
90,mon,90_0029,Nólsoy,0
90,tue,90_0030,Nólsoy,0
90,wed,90_0031,Nólsoy,0
90,thu,90_0032,Nólsoy,0
90,fri,90_0033,Nólsoy,0
90,sat,90_0034,Nólsoy,0
90,sun,90_0035,Nólsoy,0
90,mon,90_0036,Nólsoy,0
90,tue,90_0037,Nólsoy,0
90,wed,90_0038,Nólsoy,0
90,thu,90_0039,Nólsoy,0
90,fri,90_0040,Nólsoy,0
90,sat,90_0041,Nólsoy,0
90,sun,90_0042,Nólsoy,0
90,mon,90_0043,Tórshavn,1
90,tue,90_0044,Tórshavn,1
90,wed,90_0045,Tórshavn,1
90,thu,90_0046,Tórshavn,1
90,fri,90_0047,Tórshavn,1
90,mon,90_0048,Tórshavn,1
90,tue,90_0049,Tórshavn,1
90,wed,90_0050,Tórshavn,1
90,thu,90_0051,Tórshavn,1
90,fri,90_0052,Tórshavn,1
90,sat,90_0053,Tórshavn,1
90,wed,90_0054,Tórshavn,1
90,fri,90_0055,Tórshavn,1
90,sun,90_0056,Tórshavn,1
90,mon,90_0057,Tórshavn,1
90,tue,90_0058,Tórshavn,1
90,wed,90_0059,Tórshavn,1
90,thu,90_0060,Tórshavn,1
90,fri,90_0061,Tórshavn,1
90,sat,90_0062,Tórshavn,1
90,sun,90_0063,Tórshavn,1
90,mon,90_0064,Tórshavn,1
90,tue,90_0065,Tórshavn,1
90,wed,90_0066,Tórshavn,1
90,thu,90_0067,Tórshavn,1
90,fri,90_0068,Tórshavn,1
90,sat,90_0069,Tórshavn,1
90,sun,90_0070,Tórshavn,1
90,mon,90_0071,Tórshavn,1
90,tue,90_0072,Tórshavn,1
90,wed,90_0073,Tórshavn,1
90,thu,90_0074,Tórshavn,1
90,fri,90_0075,Tórshavn,1
90,sat,90_0076,Tórshavn,1
90,sun,90_0077,Tórshavn,1
90,mon,90_0078,Tórshavn,1
90,tue,90_0079,Tórshavn,1
90,wed,90_0080,Tórshavn,1
90,thu,90_0081,Tórshavn,1
90,fri,90_0082,Tórshavn,1
90,sat,90_0083,Tórshavn,1
90,sun,90_0084,Tórshavn,1
